"node1","node2"
"AGR2","TFF1"
"AGR2","FOXA1"
"AGR2","CEACAM5"
"AGR2","CEACAM6"
"AGR3","ESR1"
"AGR3","TFF3"
"AGR3","GABRP"
"AGR3","TFF1"
"AGR3","FOXA1"
"AGTR1","LRP2"
"AGTR1","SNAP91"
"AGTR1","FPR2"
"AGTR1","NPY"
"AGTR1","QRFPR"
"AGTR1","NPSR1"
"AGTR1","GRPR"
"AGTR1","EDNRB"
"AGTR1","NMS"
"AGTR1","PTGS2"
"AGTR1","NPY1R"
"AGTR1","PYY"
"AGTR1","EDN3"
"AGTR1","F3"
"AGTR1","TAC1"
"AGTR1","DUOX1"
"AGTR1","CHRM1"
"AGTR1","TRH"
"AGTR1","GPR65"
"AGTR1","TRPA1"
"AGTR1","CYBA"
"AGTR1","HTR2B"
"AGTR1","CHRM3"
"AGTR1","CRP"
"AGTR1","PLAT"
"AGTR1","OXT"
"AGTR1","SCTR"
"AKR1B1","CBR1"
"AKR1B1","AKR1B10"
"AKR1B1","AKR7A3"
"AKR1B1","GSTA4"
"AKR1B1","PTGS2"
"AKR1B1","FABP7"
"AKR1B1","GALM"
"AKR1B1","PYGB"
"AKR1B1","PYGL"
"AKR1B10","AKR7A3"
"AKR1B10","SOX10"
"AKR1B10","ZNF217"
"AKR1B10","ALDH1A3"
"AKR1B10","CBR1"
"AKR1B10","GALM"
"ALDH1A3","SDR16C5"
"ALDH1A3","PROM1"
"ALDH1A3","CRABP1"
"ALDH1A3","RPE65"
"ALDH1A3","CYP26A1"
"ALDH1A3","KRT14"
"ALDOC","LDHC"
"ALDOC","GALM"
"ALDOC","PYGB"
"ALDOC","PYGL"
"ALKBH1","NOP2"
"ALKBH1","IGF2BP3"
"ALKBH1","PUS3"
"ALOX15B","CYP4F8"
"ALOX15B","PLA2G4C"
"ALOX15B","PTGS2"
"ALX1","TFAP2B"
"ANGPT1","CDC42"
"ANGPT1","PROM1"
"ANGPT1","KLF6"
"ANGPT1","PTGS2"
"ANGPT1","THBS2"
"ANGPT1","ERBB4"
"ANGPT1","F3"
"ANGPT1","CXCL5"
"ANGPT1","GRB14"
"ANGPT1","EPO"
"ANKRD53","ZNF154"
"AOAH","LY96"
"APBB1IP","FGG"
"APBB1IP","TRAT1"
"APBB1IP","SCARB2"
"AQP5","FOXJ1"
"AQP5","HOPX"
"AQP5","MUC5B"
"AQP5","PIP"
"AQP5","WNT2"
"AQP5","KRT5"
"AQP5","KRT14"
"AR","ESR1"
"AR","ETV1"
"AR","PRKCB"
"AR","ONECUT2"
"AR","GRPR"
"AR","BMPR1B"
"AR","WT1"
"AR","MSMB"
"AR","MUC1"
"AR","PROM1"
"AR","VAV3"
"AR","PTGS2"
"AR","ZNF521"
"AR","TRPV6"
"AR","PKN1"
"AR","KCNH8"
"AR","PGR"
"AR","ELF5"
"AR","PELP1"
"AR","PSCA"
"AR","LHCGR"
"AR","PIP"
"AR","HOXB13"
"AR","VHL"
"AR","KRT5"
"AR","FOXA1"
"AR","EEF1A2"
"AR","CHGA"
"AR","KRT14"
"AREG","ESR1"
"AREG","CDC42"
"AREG","LRP2"
"AREG","SNAP91"
"AREG","MUC1"
"AREG","FOLR1"
"AREG","WT1"
"AREG","PTGS2"
"AREG","ERBB4"
"AREG","PGR"
"AREG","LHCGR"
"AREG","FOXA1"
"AREG","PLCG1"
"AREG","IL4"
"AREG","TBX21"
"AREG","KRT14"
"ARFGAP3","CDC42"
"ARFGAP3","ID1"
"ARFGAP3","KIF1A"
"ATP6V0A4","ATP6V1G3"
"ATP6V0A4","TF"
"ATP6V0A4","KCNJ1"
"ATP6V0A4","WDR72"
"ATP6V0A4","FOXI1"
"ATP6V0A4","ATP6V1G2"
"ATP6V0A4","RHCG"
"ATP6V1G2","ATP6V1G3"
"ATP6V1G2","TF"
"ATP6V1G3","TF"
"BAG2","PPP2R2C"
"BAG2","MT1A"
"BBOX1","TRAT1"
"BBOX1","TRIM71"
"BBOX1","TRIM29"
"BBOX1","TRIM58"
"BBOX1","MAVS"
"BEX1","ESR1"
"BEX1","RGS7"
"BEX1","GABRB3"
"BHLHE40","LY75"
"BHLHE40","DLEC1"
"BHLHE40","TBX21"
"BMPR1B","SLITRK6"
"BMPR1B","TF"
"BMPR1B","ID1"
"BMPR1B","LHCGR"
"BMPR1B","TFPI2"
"BMPR1B","HOXC8"
"BOLL","CDC20B"
"BOLL","SYCP1"
"BOLL","ELAVL4"
"BOLL","PIWIL4"
"BTN1A1","MUC1"
"BTN1A1","CIDEA"
"BTN1A1","PLIN1"
"BTN1A1","LTF"
"C11orf88","CAPSL"
"C11orf88","POLR2B"
"C11orf88","CDC20B"
"C11orf88","STAC2"
"C19orf33","PPP1R14A"
"C1orf162","MS4A6A"
"C1orf162","MS4A7"
"C2CD4A","DGKB"
"C2CD4A","HHEX"
"C2CD4A","ZBED3"
"C5orf49","CAPSL"
"C6","C7"
"C6","DCD"
"C7","DCD"
"C7","CD5L"
"CA9","FOLR1"
"CA9","MUC1"
"CA9","MSLN"
"CA9","ESR1"
"CA9","HIF3A"
"CA9","RHCG"
"CA9","VHL"
"CA9","EPO"
"CA9","CEACAM5"
"CACNA1A","PRKCB"
"CACNA1A","GABRB3"
"CACNA1A","GRIA2"
"CACNA1A","KCNJ3"
"CACNA1A","GABRA6"
"CACNA1A","RASGRF2"
"CACNA1A","SYT1"
"CACNA1A","CAV2"
"CACNA1A","PVALB"
"CAPN6","VGLL1"
"CAPSL","CDC20B"
"CAPSL","DLGAP5"
"CARTPT","NPY"
"CARTPT","HMGCS2"
"CARTPT","TRH"
"CARTPT","PYY"
"CARTPT","TAC1"
"CARTPT","VIP"
"CARTPT","CHGB"
"CARTPT","NPY1R"
"CARTPT","SQLE"
"CARTPT","UCP1"
"CARTPT","PCSK1N"
"CARTPT","OXT"
"CARTPT","CEACAM6"
"CASP14","TCHH"
"CASP14","LCE6A"
"CASP14","SPRR2A"
"CASP14","SERPINB12"
"CASP14","HRNR"
"CASP14","FLG"
"CASP14","IVL"
"CASP14","LELP1"
"CASP14","S100A7"
"CASP14","KLK5"
"CASP14","CYP4F22"
"CASP14","PKP1"
"CASP14","PI3"
"CASP9","PTGS2"
"CASP9","ERN1"
"CASP9","ESR1"
"CASP9","NLRP2"
"CASP9","TNFRSF10D"
"CASP9","CHRM3"
"CAV2","ESR1"
"CAV2","SIX6"
"CAV2","KRT5"
"CAV2","CDC42"
"CBLN1","GABRA6"
"CBLN1","CDH8"
"CBLN1","CBLN2"
"CBLN1","CDH10"
"CBLN1","GFRA1"
"CBLN1","ZIC1"
"CBLN1","PVALB"
"CBR1","PTGS2"
"CBR1","NFKBIZ"
"CBR1","FAM3B"
"CBR1","ESR1"
"CCDC65","RSPH9"
"CCDC65","DNAH10"
"CCDC65","SPAG6"
"CCDC65","LRRC34"
"CCDC65","DLEC1"
"CCDC65","WDR63"
"CCDC65","CCNO"
"CCL28","CXCL17"
"CCL28","NPY"
"CCL28","PYY"
"CCL28","CXCL5"
"CCL28","CXCL13"
"CCNO","CDC20B"
"CCNO","FOXJ1"
"CCNO","RSPH9"
"CD177","CNTN6"
"CD177","LCN2"
"CD177","S100A9"
"CD177","S100A8"
"CD177","CXCL13"
"CD177","LTF"
"CD177","OLFM4"
"CD1A","CD1C"
"CD1A","CD1E"
"CD1A","CR2"
"CD1A","TLR1"
"CD1A","PIWIL4"
"CD1A","LAMP3"
"CD1A","IL7"
"CD1A","LY75"
"CD1A","IL4"
"CD1A","CD69"
"CD1C","SELL"
"CD1C","IDO1"
"CD1C","CD48"
"CD1C","CD1E"
"CD1C","SLAMF7"
"CD1C","CR2"
"CD1C","PSEN2"
"CD1C","TLR1"
"CD1C","LY96"
"CD1C","TNFSF4"
"CD1C","LAMP3"
"CD1C","SCARB2"
"CD1C","IL7"
"CD1C","LY75"
"CD1C","IL4"
"CD1C","CD69"
"CD1C","TBX21"
"CD1E","IDO1"
"CD1E","CR2"
"CD1E","TLR1"
"CD1E","LAMP3"
"CD1E","IL7"
"CD1E","LY75"
"CD1E","IL4"
"CD1E","CD69"
"CD200","IDO1"
"CD200","TIGIT"
"CD200","KRT15"
"CD200","SLAMF6"
"CD200","IL4"
"CD48","SELL"
"CD48","TNFSF14"
"CD48","SLAMF1"
"CD48","TIGIT"
"CD48","TNFSF18"
"CD48","TNFSF13B"
"CD48","SLAMF6"
"CD48","SLAMF7"
"CD48","TLR1"
"CD48","CD84"
"CD48","TRAT1"
"CD48","TNFSF4"
"CD48","GPR65"
"CD48","IL7"
"CD48","CD69"
"CD5L","FCRL3"
"CD5L","FCRL2"
"CD5L","FCRL4"
"CD5L","GPR65"
"CD5L","SCARB2"
"CD5L","PROC"
"CD5L","PRSS21"
"CD69","SELL"
"CD69","CR2"
"CD69","IL4"
"CD69","SLAMF1"
"CD69","TIGIT"
"CD69","IL7"
"CD69","IL15RA"
"CD69","PTGS2"
"CD69","SLAMF6"
"CD69","ITGA2"
"CD69","IL21"
"CD69","TNFSF13B"
"CD69","UCHL1"
"CD69","IDO1"
"CD69","CXCL13"
"CD69","PTPN22"
"CD69","LY75"
"CD69","TNFSF4"
"CD69","PLCG1"
"CD69","RHOH"
"CD69","TRAT1"
"CD69","PTPRZ1"
"CD69","GRAP2"
"CD69","SLAMF7"
"CD69","TBX21"
"CD84","SLAMF1"
"CD84","SLAMF6"
"CDC20B","FOXJ1"
"CDC20B","PLK2"
"CDC20B","DLGAP5"
"CDC42","LRP2"
"CDC42","ESR1"
"CDC42","VAV3"
"CDC42","PKN1"
"CDC42","ERBB4"
"CDC42","TUBA3D"
"CDC42","CDC42EP5"
"CDC42","PREX2"
"CDC42","RALB"
"CDC42","RASGRF2"
"CDC42","PLCG1"
"CDC42","RGS2"
"CDC42EP5","TTYH1"
"CDH10","CDH8"
"CDH10","CNTNAP2"
"CDH8","CNTNAP2"
"CDK5RAP1","NOP2"
"CDK5RAP1","PUS3"
"CDKL2","ZNF154"
"CDKL2","TMEM101"
"CDO1","TRIM58"
"CDO1","SFRP1"
"CEACAM5","MUC1"
"CEACAM5","MSLN"
"CEACAM5","CRP"
"CEACAM5","KRT5"
"CEACAM5","PSCA"
"CEACAM5","PIP"
"CEACAM5","SELL"
"CEACAM5","PGR"
"CEACAM5","MUC2"
"CEACAM5","WFDC2"
"CEACAM5","SERPINB5"
"CEACAM5","ESR1"
"CEACAM5","PIGR"
"CEACAM5","FOLR1"
"CEACAM5","MUC6"
"CEACAM5","WT1"
"CEACAM5","MUC16"
"CEACAM5","TRIM29"
"CEACAM5","VNN1"
"CEACAM5","F3"
"CEACAM5","PI3"
"CEACAM5","TFF1"
"CEACAM5","LY6D"
"CEACAM5","PROM1"
"CEACAM5","OLFM4"
"CEACAM5","CHGA"
"CEACAM5","CEACAM6"
"CEACAM5","PRSS21"
"CEACAM6","LCN2"
"CEACAM6","OLFM4"
"CEACAM6","MUC5B"
"CEACAM6","TCN1"
"CEACAM6","TFF3"
"CEACAM6","SLPI"
"CEACAM6","MUC2"
"CEACAM6","MUC1"
"CEACAM6","LTF"
"CEACAM6","CRISP3"
"CHAD","ITGA2"
"CHAD","COL2A1"
"CHAD","HAPLN1"
"CHAD","CLEC3A"
"CHGA","CHGB"
"CHGA","NPY"
"CHGA","PYY"
"CHGA","OLFM4"
"CHGA","VIP"
"CHGA","MUC2"
"CHGA","NEUROD1"
"CHGA","SCGN"
"CHGA","KRT5"
"CHGA","PCSK1N"
"CHGA","TAC1"
"CHGA","TFF3"
"CHGA","UCHL1"
"CHGA","SLC18A1"
"CHGA","SYT1"
"CHGA","MUC6"
"CHGA","SLC30A10"
"CHGA","WT1"
"CHGA","PNMT"
"CHGA","SLC18A2"
"CHGA","PGR"
"CHGA","HOPX"
"CHGB","NPY"
"CHGB","SCGN"
"CHGB","VIP"
"CHGB","PYY"
"CHGB","TAC1"
"CHGB","NEUROD1"
"CHGB","PNMT"
"CHGB","SYT1"
"CHGB","PCSK1N"
"CHIT1","SLC5A7"
"CHIT1","TCN1"
"CHIT1","LTF"
"CHIT1","IL4"
"CHL1","CNTN6"
"CHL1","ITGA2"
"CHRM1","NPY"
"CHRM1","EDN3"
"CHRM1","RGS7"
"CHRM1","CHRNB1"
"CHRM1","KCNJ3"
"CHRM1","GABRA6"
"CHRM1","CHRM3"
"CHRM1","OXT"
"CHRM3","TAC1"
"CHRNB1","GDF1"
"CHST2","CHST4"
"CHST2","SELL"
"CHST4","SELL"
"CHST4","MUC1"
"CHST4","MUC6"
"CHST4","MUC2"
"CHST4","MUC16"
"CHST4","MUC5B"
"CHST4","MUCL1"
"CIDEA","TMEM26"
"CIDEA","PLIN4"
"CIDEA","PLIN1"
"CIDEA","ZIC1"
"CIDEA","SCARB2"
"CIDEA","PKP1"
"CIDEA","UCP1"
"CIDEA","FABP4"
"CLCA2","KRT6A"
"CLCA2","KCNJ1"
"CLCA2","LIX1L"
"CLCA2","CLIC6"
"CLCA2","DSC3"
"CLCA2","MUCL1"
"CLCA2","SERPINB13"
"CLCA2","PKP1"
"CLCA2","KRT6B"
"CLCA2","KRT5"
"CLCA2","KRT14"
"CLDN12","TRPV6"
"CLEC3A","CYTL1"
"CNTFR","IL21"
"CNTFR","FPR2"
"CNTFR","NPY"
"CNTFR","IL20"
"CNTFR","GFRA1"
"CNTFR","IL7"
"CNTFR","EPO"
"CNTFR","IL4"
"CNTN6","CNTNAP2"
"CNTNAP2","ROBO2"
"CNTNAP2","ELAVL4"
"CNTNAP2","TPO"
"CNTNAP2","GABRB3"
"CNTNAP2","HTR2B"
"CNTNAP2","OXT"
"CNTNAP2","PVALB"
"COL11A1","COL2A1"
"COL11A1","COL17A1"
"COL11A1","HOPX"
"COL11A1","THBS2"
"COL11A1","MMP1"
"COL11A1","ITGA2"
"COL11A1","HAPLN1"
"COL11A1","MMP13"
"COL11A1","SFRP1"
"COL17A1","WDR72"
"COL17A1","KRT15"
"COL17A1","SERPINB5"
"COL17A1","COL2A1"
"COL17A1","KRT6A"
"COL17A1","DSC3"
"COL17A1","KLK10"
"COL17A1","KRT17"
"COL17A1","KRT16"
"COL17A1","PKP1"
"COL17A1","KRT6B"
"COL17A1","KRT5"
"COL17A1","KRT14"
"COL2A1","SOX10"
"COL2A1","MMP1"
"COL2A1","ITGA2"
"COL2A1","HAPLN1"
"COL2A1","MMP13"
"COL2A1","HOXC8"
"CP","HPX"
"CP","TF"
"CP","MT1E"
"CP","ITIH2"
"CP","LRG1"
"CP","SERPINA6"
"CP","LCN2"
"CP","FGG"
"CP","PLIN1"
"CP","ORM1"
"CP","CRP"
"CP","EPO"
"CP","LTF"
"CPAMD8","TRIM58"
"CPXM1","PLTP"
"CPXM1","GDAP1L1"
"CPXM1","KLF9"
"CR1L","PSEN2"
"CR1L","HEMGN"
"CR1L","EXOC3L2"
"CR2","TNFSF13B"
"CR2","SELL"
"CR2","SLAMF1"
"CR2","SPIB"
"CR2","ITGA2"
"CR2","CXCL13"
"CR2","FCRL4"
"CR2","IL7"
"CR2","IL4"
"CR2","TBX21"
"CRABP1","KLF9"
"CRABP1","PRAME"
"CRABP1","CYP26A1"
"CRCT1","LCE6A"
"CRCT1","SPRR2A"
"CRCT1","FLG"
"CRCT1","IVL"
"CRCT1","LELP1"
"CRIP3","HOXD8"
"CRISP3","MSMB"
"CRISP3","LCN2"
"CRISP3","TCN1"
"CRISP3","LTF"
"CRISP3","OLFM4"
"CRP","ORM1"
"CRP","F3"
"CRP","F7"
"CRP","LCN2"
"CRP","IL1R1"
"CRP","IL7"
"CRP","MUC1"
"CRP","PTGS2"
"CRP","TPO"
"CRP","ITLN1"
"CRP","MMP1"
"CRP","LRG1"
"CRP","HPX"
"CRP","IDO1"
"CRP","FGG"
"CRP","ESM1"
"CRP","UCHL1"
"CRP","SCARB2"
"CRP","FABP4"
"CRP","SELL"
"CRP","TNFSF13B"
"CRP","S100A9"
"CRP","ESR1"
"CRP","EPO"
"CRP","LTF"
"CRP","IL4"
"CRP","PLAT"
"CRP","LBP"
"CST1","S100A9"
"CST1","DCD"
"CST1","PIP"
"CST1","LTF"
"CST1","CST4"
"CST4","MUC5B"
"CST4","PIP"
"CST4","PIGR"
"CST4","LTF"
"CST4","DCD"
"CST4","CST9"
"CST4","S100A8"
"CST4","SCGB2A1"
"CST5","CST9"
"CST5","DCD"
"CST5","PIP"
"CST5","LTF"
"CXCL13","CXCL5"
"CXCL13","TNFSF13B"
"CXCL13","IDO1"
"CXCL13","MMP1"
"CXCL13","SELL"
"CXCL13","TIGIT"
"CXCL13","IL21"
"CXCL13","NPY1R"
"CXCL13","IL15RA"
"CXCL13","CXCL17"
"CXCL13","S100A9"
"CXCL13","SLAMF1"
"CXCL13","IL7"
"CXCL13","RTP4"
"CXCL13","IL4"
"CXCL13","TBX21"
"CXCL17","PIGR"
"CXCL17","CXCL5"
"CXCL5","MMP1"
"CXCL5","PTGS2"
"CXCL5","LCN2"
"CXCL5","IL1R1"
"CXCL5","IDO1"
"CXCL5","NPY1R"
"CXCL5","S100A7"
"CXCL5","LAMP3"
"CXCL5","SCARB2"
"CXCL5","IL7"
"CXCL5","IL4"
"CYBA","DUOX1"
"CYBA","S100A9"
"CYBA","VAV3"
"CYBA","S100A8"
"CYP26A1","SDR16C5"
"CYP26A1","SQLE"
"CYP26A1","WT1"
"CYP26A1","CYP2A7"
"CYP26A1","PCK1"
"CYP26A1","HOXB4"
"CYP26A1","RXRG"
"CYP27A1","VSIG2"
"CYP27A1","SQLE"
"CYP27A1","SCARB2"
"CYP27A1","HAAO"
"CYP27A1","ESR1"
"CYP27A1","SLCO1B1"
"CYP2A7","CYP4F11"
"CYP2A7","CYP4B1"
"CYP2A7","CYP4X1"
"CYP4B1","PTGS2"
"CYP4B1","SQLE"
"CYP4F11","SQLE"
"CYP4F22","SQLE"
"CYP4F8","PLA2G4C"
"CYP4F8","PTGS2"
"CYP4F8","PLAG1"
"CYP4F8","SQLE"
"CYP4X1","SQLE"
"DCD","MUC1"
"DCD","S100A7"
"DCD","MUCL1"
"DCD","PIP"
"DCD","LTF"
"DEFA5","MUC2"
"DEFA5","LCN2"
"DEFA5","MUC5B"
"DEFA5","OLFM4"
"DERL3","ERN1"
"DERL3","FAF2"
"DGKB","ETV1"
"DGKB","GPD1"
"DGKB","HHEX"
"DGKB","ZBED3"
"DGKB","PLCG1"
"DIO1","TRH"
"DLEC1","SPAG6"
"DLEC1","LRRC34"
"DLEC1","SPAG17"
"DLEC1","SCGB3A1"
"DLEC1","VILL"
"DLK1","PEG10"
"DLK1","ZNF423"
"DLK1","PROM1"
"DLK1","PLIN1"
"DLK1","FABP4"
"DLX2","NEUROD1"
"DLX2","FOXJ1"
"DLX2","HES5"
"DLX2","SOX10"
"DLX2","FABP7"
"DLX2","SIX6"
"DLX2","POU4F1"
"DLX2","PPP1R1B"
"DLX2","PVALB"
"DNAH10","SPAG17"
"DNAH10","WDR63"
"DNM3","SNAP91"
"DNM3","LY96"
"DRD4","KCNJ3"
"DRD4","SLC18A2"
"DRD4","OXT"
"DRD4","PPP1R1B"
"DRD4","PRODH"
"DRD4","GABRB3"
"DSC3","FLG"
"DSC3","IVL"
"DSC3","TCHH"
"DSC3","SPRR2A"
"DSC3","SERPINB5"
"DSC3","KRT6A"
"DSC3","KRT17"
"DSC3","KRT16"
"DSC3","SERPINB13"
"DSC3","PKP1"
"DSC3","KRT6B"
"DSC3","KRT5"
"DSC3","PI3"
"DSC3","KCNJ2"
"DSC3","KRT14"
"DTNA","SGCD"
"DUOX1","TPO"
"DUOX1","GLRX"
"DUOX1","LTF"
"DYRK1A","LRCH3"
"DYRK1A","SNCA"
"ECE2","EDNRB"
"ECE2","EDN3"
"ECE2","PLAT"
"EDN3","EDNRB"
"EDN3","SOX10"
"EDN3","GFRA1"
"EDN3","NPY1R"
"EDN3","MITF"
"EDN3","NPSR1"
"EDN3","GRPR"
"EDN3","ERBB4"
"EDN3","NMS"
"EDN3","TRH"
"EDN3","NRTN"
"EDN3","PHOX2A"
"EDN3","PIP"
"EDNRB","SOX10"
"EDNRB","MITF"
"EDNRB","NPSR1"
"EDNRB","GRPR"
"EDNRB","NMS"
"EDNRB","VIP"
"EDNRB","FABP7"
"EDNRB","GFRA1"
"EDNRB","TRH"
"EDNRB","NRTN"
"EDNRB","UCHL1"
"EDNRB","SCARB2"
"EDNRB","FABP4"
"EEF1A2","MUC1"
"EEF1A2","POLR2B"
"EEF1A2","GFM1"
"EEF1A2","PSCA"
"EEF1A2","NPSR1"
"EEF1A2","TUBA3D"
"EEF1A2","MUC16"
"ELAVL4","NXPH1"
"ELAVL4","GRIA2"
"ELAVL4","NEUROD1"
"ELAVL4","UCHL1"
"ELF5","ESR1"
"ELF5","VGLL1"
"ELF5","PGR"
"ELF5","KRT5"
"ELF5","FOXA1"
"ELF5","KRT14"
"ELOVL2","ZNF423"
"ELOVL2","FABP4"
"EPO","HIF3A"
"EPO","TMPRSS6"
"EPO","IL22RA2"
"EPO","VHL"
"EPO","IL7"
"EPO","PROM1"
"EPO","F3"
"EPO","SCARB2"
"EPO","F7"
"EPO","PLCG1"
"EPO","LTF"
"EPO","IL4"
"EPO","PLAT"
"EPSTI1","RSAD2"
"EPSTI1","IFIT3"
"EPSTI1","PARP14"
"EPSTI1","GBP4"
"EPSTI1","IFIT1"
"EPSTI1","TNFSF13B"
"EPSTI1","TMEM26"
"EPSTI1","UBE2L6"
"EPSTI1","RTP4"
"ERBB4","ESR1"
"ERBB4","PSEN2"
"ERBB4","MUC1"
"ERBB4","LRP1B"
"ERBB4","SPHKAP"
"ERBB4","PTPRT"
"ERBB4","VAV3"
"ERBB4","PTPRZ1"
"ERBB4","GRAP2"
"ERBB4","PGR"
"ERBB4","GABRB3"
"ERBB4","WIF1"
"ERBB4","PLCG1"
"ERBB4","PI3"
"ERBB4","PVALB"
"ERN1","PSEN2"
"ESM1","IL4"
"ESR1","MUC1"
"ESR1","TFF3"
"ESR1","KIF1A"
"ESR1","SNCA"
"ESR1","PROM1"
"ESR1","NPY"
"ESR1","SERPINB5"
"ESR1","POLR2B"
"ESR1","WT1"
"ESR1","POU4F1"
"ESR1","ID1"
"ESR1","ZNF217"
"ESR1","VAV3"
"ESR1","PTGS2"
"ESR1","PDZK1"
"ESR1","PGR"
"ESR1","MMP1"
"ESR1","SCUBE2"
"ESR1","KRT17"
"ESR1","PELP1"
"ESR1","LHCGR"
"ESR1","TFF1"
"ESR1","PIP"
"ESR1","HOXB13"
"ESR1","FSIP1"
"ESR1","WNT2"
"ESR1","STC2"
"ESR1","UCP1"
"ESR1","KRT5"
"ESR1","FOXA1"
"ESR1","LTF"
"ESR1","IL4"
"ESR1","MGP"
"ESR1","PLAT"
"ESR1","SFRP1"
"ESR1","OXT"
"ESR1","HSD17B2"
"ESR1","KRT14"
"ETV1","MSMB"
"ETV1","KLF6"
"ETV1","MMP1"
"ETV1","NEUROD1"
"ETV1","RASGRF2"
"ETV1","FOXA1"
"ETV1","PVALB"
"EVC2","HEMGN"
"F3","F7"
"F3","PTGS2"
"F3","SELL"
"F3","SERPINA5"
"F3","MT1E"
"F3","SCARB2"
"F3","GFM1"
"F3","PROC"
"F3","IL4"
"F3","TFPI2"
"F3","PLAT"
"F7","FGG"
"F7","SERPINA5"
"F7","GFM1"
"F7","PROC"
"F7","MGP"
"F7","TFPI2"
"F7","PLAT"
"FABP4","PLIN1"
"FABP4","SCARB2"
"FABP4","PCK1"
"FABP4","UCP1"
"FABP4","FABP7"
"FABP4","ZNF423"
"FABP4","PLIN4"
"FABP4","RXRG"
"FABP4","TMEM26"
"FABP4","ITLN1"
"FABP4","GPD1"
"FABP4","HMGCS2"
"FABP4","LCN2"
"FABP7","HES5"
"FABP7","PROM1"
"FABP7","HOPX"
"FABP7","PTPRZ1"
"FABP7","SOX10"
"FABP7","TTYH1"
"FABP7","NEUROD1"
"FABP7","ZIC1"
"FAF2","SQLE"
"FAIM2","TFAP2B"
"FAIM2","LRP1B"
"FAIM2","HGD"
"FAM110B","SDR16C5"
"FAM110B","PLAG1"
"FAM3B","MAVS"
"FAM3B","FUT3"
"FAM3B","GYPC"
"FBXO39","SPAG17"
"FCRL1","FCRL3"
"FCRL1","MUC1"
